,rank,weighted_rank
YDR379C-A,147,0.31120235882140646
YDR379W,427,0.35272977895928714
YDR380W,229,0.3323279611489218
YDR381C-A,31,0.3313959120410733
YDR381W,553,0.38639724715674084
YDR382W,528,0.5108631358631358
YDR383C,64,0.4332301051051051
YDR384C,148,0.2857181505830155
YDR385W,1041,0.42401575446724343
YDR386W,379,0.43954508598308073
YDR387C,318,0.22945587096530493
YDR388W,565,0.35398407256814335
YDR389W,310,0.3004617520746553
YDR390C,608,0.2945889968916285
YDR391C,68,0.2645586763233822
YDR392W,320,0.3662506256256256
YDR393W,121,0.3194351376169558
YDR394W,551,0.3839265763040718
YDR395W,602,0.2894788476183825
YDR396W,44,0.33683683683683685
YDR397C,218,0.3183137265706073
YDR398W,559,0.5590384660152102
YDR399W,322,0.31422727074900986
YDR400W,169,0.385148462071539
YDR402C,323,0.30501089324618735
YDR403W,140,0.36275561275561274
YDR404C,424,0.5255184429712731
YDR405W,317,0.4624656201943268
YDR406W,207,0.31560546053299676
YDR407C,289,0.34102268358323723
YDR408C,658,0.30333372886564375
YDR409W,393,0.3984493399251669
YDR410C,256,0.2884720658158158
YDR411C,193,0.35454625610066026
YDR412W,396,0.42653259319925985
YDR413C,21,0.2518232518232518
YDR414C,200,0.30963963963963964
YDR415C,68,0.35545839957604664
YDR416W,417,0.4876459193005956
YDR417C,145,0.3050636843740292
YDR418W,740,0.5527162297432567
YDR419W,460,0.3385320102711407
YDR420W,128,0.34327296046046046
YDR421W,110,0.3257075257075257
YDR422C,175,0.3333962533962534
YDR423C,225,0.3030630630630631
YDR424C,293,0.36415938122422764
YDR425W,233,0.298792354586346
YDR426C,1,0.9019019019019019
YDR427W,215,0.5095933142444771
YDR428C,53,0.5373297826128015
YDR429C,668,0.45403337469205735
YDR430C,248,0.33998514643675937
YDR431W,20,0.44324324324324327
YDR432W,689,0.35763775386416896
YDR433W,40,0.3682932932932933
YDR434W,157,0.3214998437928374
YDR435C,189,0.31578138985546395
YDR436W,557,0.26708396008216473
YDR437W,116,0.3602568085326706
YDR438W,103,0.3114668066124377
YDR439W,142,0.33917015607156453
YDR440W,296,0.4050807564321078
YDR441C,471,0.2835701943982199
YDR443C,272,0.3834238650415121
YDR444W,28,0.3011225511225511
YDR445C,2,0.944944944944945
YDR446W,117,0.3756149311704867
YDR447C,511,0.5707742968016941
YDR448W,507,0.36859344551652246
YDR449C,598,0.5530915530915531
YDR450W,615,0.5770778908990291
YDR451C,353,0.29024491914010325
YDR452W,199,0.35020447583261655
YDR453C,706,0.2771170604031794
YDR454C,1029,0.2970200521220929
YDR455C,54,0.3699254810365922
YDR456W,417,0.28847312540358105
YDR457W,733,0.3216668237132084
YDR458C,97,0.4018657833090823
YDR459C,84,0.3391129224462558
YDR460W,314,0.5463010781482119
YDR461C-A,65,0.25057365057365055
YDR461W,120,0.36608274941608276
YDR462W,394,0.4468935941017159
YDR463W,162,0.3470445754396372
YDR464W,28,0.38474188474188475
YDR465C,440,0.44374374374374376
YDR466W,147,0.3088871184109279
YDR468C,338,0.3697069850916005
YDR469W,200,0.32916416416416416
YDR470C,122,0.4409819655721295
YDR471W,661,0.5492678760454858
YDR472W,187,0.4001969884322826
YDR473C,355,0.43559052009756233
YDR475C,94,0.372212638170085
YDR476C,64,0.42536286286286284
YDR477W,892,0.37629445589086846
YDR478W,90,0.5252252252252252
YDR479C,143,0.31794031794031796
YDR480W,150,0.354688021354688
YDR481C,527,0.3424392134069553
YDR482C,336,0.4001620668287335
YDR483W,170,0.3847788965436024
YDR484W,316,0.3539140406229014
YDR485C,370,0.3195952709466223
YDR486C,194,0.34431338555049895
YDR487C,308,0.29122954122954126
YDR488C,97,0.386355427592541
YDR489W,211,0.4624150216567278
YDR490C,264,0.3671664088330755
YDR492W,116,0.294630837734286
YDR493W,109,0.38140893186764746
YDR494W,150,0.6537537537537538
YDR495C,337,0.32263717723658375
YDR496C,814,0.5093189012107932
YDR497C,1212,0.28034470113678034
YDR498C,151,0.44994663537709895
YDR499W,243,0.3846480225081048
YDR500C,526,0.5968192527127888
YDR501W,137,0.3223734683588698
YDR502C,720,0.28731370259148037
YDR503C,212,0.35104916236991707
YDR504C,4,0.22572572572572572
YDR505C,163,0.2690052015205389
YDR506C,149,0.2641500560963648
YDR507C,270,0.32800578356133914
YDR508C,207,0.27416788769445777
YDR509W,12,0.4376042709376043
YDR510C-A,59,0.37279652533889823
YDR510W,1062,0.337728500628689
YDR511W,98,0.3950583236297522
YDR512C,117,0.3373630040296707
YDR513W,388,0.30414951033507737
YDR514C,29,0.35573504539021783
YDR515W,265,0.2635125691729465
YDR516C,438,0.3355044542259154
YDR517W,260,0.3455801955801956
YDR518W,655,0.29584852027600117
YDR519W,473,0.2979427630590421
YDR520C,67,0.3319737648095857
YDR522C,82,0.3468956761639688
YDR523C,260,0.31044891044891043
YDR524C,265,0.2916274765331369
YDR524C-A,3,0.740407073740407
YDR524C-B,70,0.3567567567567568
YDR524W-C,49,0.3428121999550571
YDR525W,38,0.5124334861176967
YDR525W-A,81,0.34776752060702676
YDR527W,257,0.2894217174372816
YDR528W,59,0.36251505743031165
YDR529C,355,0.4228651186397665
YDR530C,56,0.40217002717002714
YDR531W,200,0.32296796796796795
YDR532C,100,0.6227627627627628
YDR533C,658,0.2684112684112684
YDR534C,102,0.35632691515044457
YDR535C,33,0.39487972821306155
YDR536W,480,0.23904946613279945
YDR537C,1,0.924924924924925
YDR538W,241,0.24291096075328442
YDR539W,186,0.25784924709655893
YDR540C,42,0.4485914485914486
YDR541C,142,0.24980614417234134
YDR542W,73,0.5493438644123576
YDR543C,48,0.5392684351017685
YDR544C,27,0.5877358840321804
YDR545C-A,7,0.7619047619047619
YDR545W,113,0.422218678855847
YEL001C,44,0.3943261443261443
YEL002C,407,0.38480495237251994
YEL003W,500,0.25984784784784787
YEL004W,82,0.3601528357625919
YEL005C,98,0.3635063635063635
YEL006W,94,0.2666070325644794
YEL007W,176,0.28940872690872693
YEL008W,13,0.5802725802725802
YEL009C,826,0.3860943267722929
YEL009C-A,2,0.6866866866866866
YEL010W,2,0.7397397397397397
YEL011W,655,0.36826597589956367
YEL012W,398,0.34285038807651874
YEL013W,330,0.36084266084266087
YEL014C,1,0.5515515515515516
YEL015W,441,0.3001346017219033
YEL016C,92,0.2780933107020064
YEL017C-A,71,0.3652948723371259
YEL017W,48,0.3735610610610611
YEL018C-A,1,0.955955955955956
YEL018W,143,0.3934353934353934
YEL019C,289,0.40274876953077643
YEL020C,366,0.3131847694689225
YEL020C-B,4,0.33208208208208206
YEL020W-A,467,0.36815616473004054
YEL021W,1910,0.321864272649613
YEL022W,341,0.35783584170680943
YEL023C,82,0.3275592665836568
YEL024W,680,0.3873255608549726
YEL025C,14,0.4172744172744173
YEL026W,946,0.5366285947681296
YEL027W,578,0.34280647429436356
YEL028W,1,0.5515515515515516
YEL029C,173,0.3974147557962587
YEL030W,632,0.2998473156701005
YEL031W,558,0.2926851582765561
YEL032W,536,0.449415833744192
YEL033W,74,0.3999540080621162
YEL034C-A,1,0.9019019019019019
YEL034W,881,0.4060416829996853
YEL035C,33,0.39985439985439986
YEL036C,227,0.36091157236531685
YEL037C,952,0.3637597681715329
YEL038W,130,0.3571494571494572
YEL039C,716,0.3526543303079616
YEL040W,213,0.3019639357667527
YEL041W,238,0.26848697436932734
YEL042W,296,0.26702716229743256
YEL043W,111,0.29997565132700266
YEL044W,148,0.4009617725833942
YEL045C,19,0.29940466782572045
YEL046C,390,0.29000539000539
YEL047C,376,0.28795284646348474
YEL048C,56,0.4528993278993279
YEL049W,91,0.44864644864644865
YEL050C,800,0.4446308808808809
YEL051W,428,0.361595240099913
YEL052W,141,0.2678778068848991
YEL053C,116,0.40674294984639814
YEL053W-A,2,0.8758758758758759
YEL054C,708,0.5029817953546767
YEL055C,510,0.40253979469665746
YEL056W,517,0.34382351403628
YEL057C,87,0.3644564104334219
YEL058W,588,0.27524463238748953
YEL059C-A,73,0.40411644521233564
YEL059W,59,0.3472285845167201
YEL060C,611,0.2842351352989651
YEL061C,621,0.4454132070879253
YEL062W,185,0.34726077428780133
YEL063C,482,0.3421803546284874
YEL064C,90,0.27865643421198977
YEL065W,480,0.2579245912579246
YEL066W,135,0.2646498350202054
YEL067C,16,0.3385885885885886
YEL068C,72,0.4040429318207096
YEL069C,433,0.236432737587472
YEL070W,167,0.3074331816846787
YEL071W,263,0.31703947293300905
YEL072W,81,0.31655111902025485
YEL073C,49,0.463402177687892
YEL074W,73,0.40234755303248454
YEL075C,39,0.6334026334026334
YEL075W-A,27,0.6088681273866459
YEL076C,96,0.4549028194861528
YEL076C-A,59,0.5601873059500179
YEL077C,80,0.5144144144144144
YER001W,201,0.3341301500505481
YER002W,422,0.5394138214043427
YER003C,445,0.31682244041794605
YER004W,213,0.27912889415236836
YER005W,280,0.43553911053911054
YER006C-A,1,0.7837837837837838
YER006W,736,0.5235357640248944
YER007C-A,406,0.4056396297775608
YER007W,204,0.3375434257787199
YER008C,181,0.4076341534905071
YER009W,478,0.30901822324416467
YER010C,133,0.2338503917451286
YER011W,163,0.32476034316525115
YER012W,597,0.36169167492450577
YER013W,499,0.36293006433286995
YER014C-A,89,0.35044032796841784
YER014W,341,0.2926680346035185
YER015W,446,0.31374199311419043
YER016W,490,0.34090621233478374
YER017C,581,0.30396661721962925
YER018C,274,0.47167970890598626
YER019C-A,392,0.5345217666646238
YER019W,252,0.35344074232963124
YER020W,448,0.340219683969684
YER021W,330,0.43490156823490156
YER022W,191,0.49085734949609294
YER023C-A,1,0.7897897897897898
YER023W,766,0.29409958261133196
YER024W,192,0.3315867951284618
YER025W,892,0.41483972761999666
YER026C,391,0.35149471722361747
YER027C,213,0.34596098445863704
YER028C,317,0.23485630741151245
YER029C,474,0.4464527818958199
YER030W,79,0.42304329646101796
YER031C,597,0.35862663333350103
YER032W,111,0.3533443353263173
YER033C,36,0.3861361361361361
YER034W,20,0.4918418418418418
YER035W,162,0.3201658448572029
YER036C,548,0.37946340501085024
YER037W,304,0.28192666350561085
YER038C,250,0.3995275275275275
YER038W-A,1,0.924924924924925
YER039C,165,0.32252858919525584
YER039C-A,120,0.3478728728728729
YER040W,661,0.35121808646770825
YER041W,466,0.30781210394944303
YER042W,563,0.28352686612011657
YER043C,899,0.3139936376866299
YER044C,125,0.36133733733733736
YER044C-A,75,0.4194194194194194
YER045C,267,0.265224025523651
YER046W,46,0.44168081124602865
YER046W-A,1,0.9419419419419419
YER047C,349,0.27007810102365976
YER048C,205,0.32497375424204694
YER048W-A,214,0.3651314866268137
YER049W,384,0.3252784034034034
YER050C,383,0.4868157975207584
YER051W,234,0.457996457996458
YER052C,538,0.3220767235637124
YER053C,558,0.33022448972269763
YER053C-A,55,0.3607425607425607
YER054C,305,0.3592412084215363
YER055C,666,0.2955147339531724
YER056C,264,0.2923529590196257
YER056C-A,532,0.6358633069159385
YER057C,220,0.2663481663481663
YER058W,95,0.41737527000684893
YER059W,102,0.42200043180435337
YER060W,134,0.3240927494658838
YER060W-A,76,0.3307649755018176
YER061C,636,0.2930682254581626
YER062C,284,0.3130983095771828
YER063W,85,0.37697697697697696
YER064C,72,0.3324852630408186
YER065C,458,0.3598292615759865
YER066C-A,3,0.47914581247914584
YER066W,195,0.2647313980647314
YER067C-A,6,0.332665999332666
YER067W,227,0.3918367706913962
YER068C-A,1,0.8738738738738738
YER068W,372,0.3562541035659315
YER069W,976,0.3666361033164312
YER070W,695,0.3495826762013812
YER071C,60,0.3563897230563897
YER072W,235,0.3203842140012353
YER073W,548,0.32867173743086153
YER074W,540,0.5927353279205131
YER074W-A,96,0.3606418918918919
YER075C,286,0.34014434014434014
YER076C,13,0.2988372988372988
YER076W-A,1,0.955955955955956
YER077C,100,0.38773773773773773
YER078C,544,0.29849150621209447
YER078W-A,7,0.5242385242385242
YER079C-A,1,0.970970970970971
YER079W,159,0.3033599637373222
YER080W,40,0.446996996996997
YER081W,699,0.2918841588369485
YER082C,608,0.5476562088404193
YER083C,250,0.28006006006006007
YER084W,79,0.4074454201036479
YER084W-A,1,0.955955955955956
YER085C,7,0.35707135707135707
YER086W,446,0.35105284656854163
YER087C-A,9,0.6080524969413859
YER087C-B,399,0.5175225350663947
YER087W,559,0.2825526779015151
YER088C,236,0.3850799952494868
YER088C-A,2,0.7762762762762763
YER088W-B,2,0.9119119119119119
YER089C,386,0.3222678637186409
YER090W,395,0.30083501222741726
YER091C,516,0.34044121641020864
YER092W,74,0.5148526905283662
YER093C,307,0.33889263856690566
YER093C-A,82,0.3875949119851559
YER094C,444,0.3669547926304683
YER095W,1152,0.3788302191079969
YER096W,159,0.2744001863498719
YER098W,184,0.3137376506941724
YER099C,520,0.2746842996842997
YER100W,262,0.3930762823892595
YER101C,184,0.2612884623754189
YER102W,854,0.5249629020120823
YER103W,867,0.3031278106249271
YER104W,38,0.32403456087666616
YER105C,274,0.3566814990172654
YER106W,153,0.5523562778464739
YER107C,510,0.3304206166951265
YER107W-A,1,0.7877877877877878
YER109C,118,0.37154951561731225
YER110C,803,0.3834332464469451
YER111C,867,0.32864698608643245
YER112W,421,0.43014035413085294
YER113C,101,0.2777034460202777
YER114C,206,0.34519470927237916
YER115C,89,0.35442183756790496
YER116C,367,0.47076777049529095
YER117W,601,0.5683970159843704
YER118C,254,0.4128498577317475
YER119C,94,0.30178050390816347
YER119C-A,1,0.6366366366366366
YER120W,555,0.34675756837919
YER121W,106,0.36443991160972294
YER122C,419,0.3488548214085207
YER123W,305,0.2983015802687934
YER124C,118,0.34923058651872213
YER125W,1018,0.37581884438465973
YER126C,759,0.5832367281642644
YER127W,542,0.5553671752933745
YER128W,63,0.3629502518391407
YER129W,249,0.32385799454072545
YER130C,298,0.24790226468078816
YER131W,547,0.5468960734043001
YER132C,184,0.2650857379118249
YER133W,1091,0.38105474860745253
YER133W-A,1,0.970970970970971
YER134C,49,0.4594390308676023
YER135C,40,0.4561811811811812
YER136W,353,0.3555935538938372
YER137C,58,0.36011873942908423
YER137C-A,14,0.2107107107107107
YER137W-A,1,0.955955955955956
YER138C,45,0.28337226115003894
YER138W-A,19,0.5806859491070018
YER139C,178,0.3977010718583752
YER140W,120,0.3305638972305639
YER141W,387,0.37489944725086843
YER142C,249,0.2992188976124719
YER143W,297,0.3848326440919034
YER144C,206,0.38006938977812765
YER145C,347,0.3476704370076128
YER145C-A,12,0.25283616950283616
YER146W,454,0.38525529935221564
YER147C,92,0.3567371719545633
YER147C-A,1,0.5585585585585585
YER148W,785,0.44208029685736694
YER148W-A,1,0.9419419419419419
YER149C,160,0.3673048048048048
YER150W,244,0.372040072859745
YER151C,463,0.3631817562703092
YER152C,130,0.3068915068915069
YER152W-A,1,0.924924924924925
YER153C,126,0.36687481131925576
YER154W,709,0.34813233543840033
YER155C,364,0.32166782166782165
YER156C,415,0.24264505469324746
YER157W,215,0.4306306306306306
YER158C,40,0.3615115115115115
YER159C,187,0.3368876898288663
YER159C-A,14,0.2107107107107107
YER160C,25,0.24596596596596595
YER161C,187,0.34396963808728515
YER162C,277,0.4550724009207764
YER163C,106,0.2974861654106937
YER164W,749,0.33715023434649605
YER165C-A,1,0.7887887887887888
YER165W,979,0.4177251817701256
YER166W,293,0.29667551510554924
YER167W,155,0.36427395137072555
YER168C,559,0.25879367739832854
YER169W,617,0.28416585142679146
YER170W,632,0.3387453909605808
YER171W,602,0.4455535269488758
YER172C,551,0.39356234637541354
YER172C-A,1,0.7897897897897898
YER173W,500,0.37026026026026027
YER174C,296,0.3288017747477207
YER175C,309,0.26896151815245667
YER175W-A,2,0.3738738738738739
YER176W,393,0.3072869306965999
YER177W,941,0.32107984711597887
YER178W,728,0.33494620994620994
YER179W,844,0.30378719952179667
YER180C,18,0.40101212323434543
YER180C-A,6,0.4469469469469469
YER181C,1,0.1921921921921922
YER182W,140,0.3615043615043615
YER183C,403,0.24419705064866354
YER184C,71,0.3400019738047907
YER185W,64,0.3459866116116116
YER186C,26,0.3739123739123739
YER187W,30,0.44264264264264264
YER188C-A,14,0.5643500643500643
YER188W,43,0.3329608678445888
YER189W,75,0.5437037037037037
YER190W,132,0.40904540904540904
YFL001W,569,0.280436851614356
YFL002C,782,0.4232262953490575
YFL002W-A,30,0.25295295295295295
YFL002W-B,41,0.2716863204668083
YFL003C,322,0.3435205391727131
YFL004W,151,0.384715841669484
YFL005W,513,0.4498670210171185
YFL007W,284,0.4036889001677734
YFL008W,539,0.3310991882420454
YFL009W,442,0.3717971365030189
YFL010C,139,0.36282325490958584
YFL010W-A,60,0.4251084417751084
YFL011W,321,0.21005117266799508
YFL012W,33,0.46334213000879665
YFL012W-A,1,0.970970970970971
YFL013C,117,0.43700110366777034
YFL014W,425,0.3520697167755991
YFL015C,2,0.7592592592592593
YFL015W-A,2,0.7592592592592593
YFL016C,450,0.3221532643754866
YFL017C,268,0.3040129681920727
YFL017W-A,561,0.45707918256937863
YFL018C,748,0.33127780186603717
YFL020C,112,0.4542757042757043
YFL021C-A,1,0.970970970970971
YFL021W,389,0.2972355388807831
YFL022C,690,0.30251265758512136
YFL023W,401,0.33316858005137306
YFL024C,240,0.3560518852185519
YFL025C,185,0.3323215106998891
YFL026W,361,0.3780650456550734
YFL027C,149,0.3415831939321872
YFL028C,105,0.4004004004004004
YFL029C,641,0.3253159555811662
YFL030W,621,0.3357286432970813
YFL031C-A,1,0.5875875875875876
YFL031W,443,0.3500272281310656
YFL032W,1,0.8118118118118118
YFL033C,427,0.30923429284085024
YFL034C-A,528,0.5281721115054449
YFL034C-B,148,0.3280983686389092
YFL034W,98,0.3232926804355376
YFL036W,444,0.3153784415045676
YFL037W,950,0.31143669985775246
YFL038C,617,0.4505315688459935
YFL039C,2196,0.4090032655606426
YFL040W,335,0.24067350933022574
YFL041W,212,0.32528755170264606
YFL041W-A,5,0.25585585585585585
YFL042C,89,0.30723982409375666
YFL044C,181,0.3671903948147042
YFL045C,814,0.2644733185273726
YFL046W,63,0.3492381270159048
YFL047W,67,0.395021887559201
YFL048C,136,0.3871224165341812
YFL049W,76,0.48311469364100945
YFL050C,101,0.2863655734942864
YFL051C,48,0.4227560894227561
YFL052W,117,0.3187888743444299
YFL053W,242,0.29863334408788955
YFL054C,227,0.2814885369951449
YFL055W,167,0.3204342066617516
YFL056C,181,0.31820771047290386
YFL057C,111,0.35033231429627826
YFL058W,194,0.3106921354344035
YFL059W,156,0.32402274068940734
YFL060C,130,0.2890813890813891
YFL061W,30,0.5371371371371372
YFL062W,53,0.39786956768088844
YFL063W,33,0.5555555555555556
YFL064C,74,0.5280956632307984
YFL065C,103,0.470800897985364
YFL066C,74,0.6140464789113438
YFL067W,75,0.5137137137137137
YFR001W,353,0.5364543013268226
YFR002W,274,0.37395789950534475
YFR003C,196,0.3750229821658393
YFR004W,891,0.3371238803337569
YFR005C,198,0.3851679962791074
YFR006W,373,0.26067354217488264
YFR007W,157,0.3196508610521349
YFR008W,92,0.3758105932018975
YFR009W,334,0.2762882643122164
YFR009W-A,1,0.8798798798798799
YFR010W,389,0.41814565207881405
YFR010W-A,1,0.9039039039039038
YFR011C,161,0.4044417087895349
YFR012W,30,0.4975975975975976
YFR012W-A,18,0.6275164052941831
YFR013W,91,0.4282744282744283
YFR014C,383,0.2872141070574491
YFR015C,509,0.3155552408990523
YFR016C,193,0.29685644193416216
YFR017C,325,0.3719319319319319
YFR018C,63,0.49887983221316556
YFR019W,598,0.3125315951402908
YFR020W,27,0.4302821339858377
YFR021W,267,0.3755740759486078
YFR022W,129,0.3529808878646088
YFR023W,574,0.26630288825410775
YFR024C-A,240,0.3290540540540541
YFR025C,260,0.2664010164010164
YFR026C,46,0.43299821560691126
YFR027W,340,0.38613908025672733
YFR028C,688,0.395814419070233
YFR029W,109,0.41619601252628774
YFR030W,552,0.2952136919528224
YFR031C,511,0.3946333809347508
YFR031C-A,833,0.5373608903020668
YFR032C,55,0.4481754481754482
YFR032C-A,452,0.6312108568745737
YFR032C-B,1,0.5515515515515516
YFR033C,412,0.40421489450615666
YFR034C,287,0.40317320805125684
YFR034W-A,1,0.955955955955956
YFR035C,32,0.378785035035035
YFR036W,120,0.45995995995996
YFR036W-A,30,0.25805805805805804
YFR037C,403,0.33675859482311093
YFR038W,568,0.31170607226945257
YFR039C,88,0.46205296205296204
YFR040W,198,0.28681712015045346
YFR041C,393,0.30754927955945766
YFR042W,121,0.3565962656871748
YFR043C,30,0.4031031031031031
YFR044C,358,0.30894861341788715
YFR045W,57,0.2779094884358042
YFR046C,98,0.4627688913403199
YFR047C,289,0.29546155151691483
YFR048W,40,0.2824574574574575
YFR049W,166,0.40744358816647974
YFR050C,434,0.39822541435444664
YFR051C,441,0.3658193340733023
YFR052C-A,1,0.7857857857857858
YFR052W,371,0.4278402391609939
YFR053C,599,0.38337669890257536
YFR054C,32,0.43743743743743746
YFR055W,246,0.35656795006388503
YFR056C,1,0.8108108108108109
YFR057W,82,0.36401035181522984
YGL001C,347,0.33082361900805707
YGL002W,103,0.4555526400186594
YGL003C,615,0.39388819714022966
YGL004C,327,0.3394832141009511
YGL005C,155,0.2958894378249217
YGL006W,510,0.2982845590688728
YGL006W-A,1,0.1981981981981982
YGL007C-A,1,0.5515515515515516
YGL007W,51,0.3427348917544996
YGL008C,785,0.3346964799194099
YGL009C,465,0.33544942792254623
YGL010W,112,0.37227405977405975
YGL011C,655,0.3810283566008757
YGL012W,252,0.3049994438883328
YGL013C,341,0.3747912135008909
YGL014W,400,0.2626051051051051
YGL015C,6,0.2746079412746079
YGL016W,194,0.3323942499200231
YGL017W,210,0.31200724534057866
YGL018C,270,0.451603455307159
YGL019W,439,0.4512918385355743
YGL020C,271,0.3032257349600523
YGL021W,209,0.3214697951540057
YGL022W,394,0.41869026386792885
YGL023C,199,0.321542648175814
YGL024W,46,0.4346302824563694
YGL025C,165,0.4087420754087421
YGL026C,1082,0.37965137040922625
YGL027C,289,0.3639902878657204
YGL028C,106,0.3657336581864884
YGL029W,436,0.5672530328493631
YGL030W,662,0.5477471429133061
YGL031C,613,0.5018558525899472
YGL032C,99,0.36898514676292454
YGL033W,210,0.351642118308785
YGL034C,15,0.4365699032365699
YGL035C,593,0.33078441004242015
YGL036W,16,0.4313688688688689
YGL037C,680,0.3393893893893894
YGL038C,244,0.3937872298528036
YGL039W,180,0.286986986986987
YGL040C,532,0.2874547479810638
YGL041C-B,1,0.5515515515515516
YGL041W-A,1,0.5515515515515516
YGL042C,2,0.48848848848848847
YGL043W,526,0.4426574863837221
YGL044C,386,0.32552241360531514
YGL045W,184,0.3558340949645297
YGL047W,145,0.3522004763384074
YGL048C,747,0.3714598132268815
YGL049C,571,0.4773705404178259
YGL050W,84,0.35562943896277227
YGL051W,84,0.3952643119309786
YGL052W,4,0.5690690690690691
YGL053W,79,0.33186350907869894
YGL054C,290,0.3140657899278589
YGL055W,812,0.32633002460588667
YGL056C,525,0.2578998045664712
YGL057C,85,0.3804039333451098
YGL058W,867,0.3791461588462742
YGL059W,339,0.27447506503553704
YGL060W,107,0.6328010253243899
YGL061C,104,0.6527392777392778
YGL062W,449,0.3706423572793283
YGL063W,440,0.2785603785603786
YGL064C,623,0.2902774363448521
YGL065C,314,0.29812933953061344
YGL066W,263,0.3427267571754264
YGL067W,203,0.32174539071090796
YGL068W,632,0.4429381913559129
YGL069C,6,0.8540206873540207
YGL070C,482,0.4753467160106164
YGL071W,624,0.3458955750622417
YGL072C,16,0.5934059059059059
YGL073W,519,0.4054381934921434
YGL074C,5,0.27847847847847845
YGL075C,137,0.3880303661325559
YGL076C,765,0.5199473983787709
YGL077C,200,0.32376376376376376
YGL078C,928,0.4457604155880018
YGL079W,56,0.4665022165022165
YGL080W,102,0.28790555261143497
YGL081W,84,0.357345440678774
YGL082W,23,0.4448361404883144
YGL083W,133,0.32975080343501395
YGL084C,319,0.2957126405402267
YGL085W,389,0.22324380936206129
YGL086W,296,0.44725468711955196
YGL087C,417,0.41590511374684036
YGL088W,2,0.34484484484484484
YGL089C,76,0.3765212581002055
YGL090W,111,0.3880907934961989
YGL091C,419,0.2914250766279406
YGL092W,299,0.3364233799016408
YGL093W,174,0.5073924499211856
YGL094C,325,0.2757988757988758
YGL095C,325,0.40617540617540615
YGL096W,202,0.2937937937937938
YGL097W,579,0.31380257632416525
YGL098W,133,0.456102719260614
YGL099W,667,0.5091703397550474
YGL100W,240,0.40494244244244243
YGL101W,117,0.2660523771634883
YGL102C,135,0.3338672005338672
YGL103W,849,0.5408506268341369
YGL104C,250,0.24066066066066066
YGL105W,832,0.29920906483406484
YGL106W,586,0.31993768512539844
YGL107C,78,0.44345627678961014
YGL108C,16,0.4059059059059059
YGL109W,1,0.9719719719719719
YGL110C,75,0.2954020687354021
YGL111W,473,0.5586686051802331
YGL112C,290,0.44321908115011566
YGL113W,133,0.42254284359547517
YGL114W,72,0.3081692803915026
YGL115W,703,0.2890301396702535
YGL116W,697,0.3872179209338463
YGL117W,75,0.4083683683683684
YGL118C,7,0.3707993707993708
YGL119W,306,0.2944545853042585
YGL120C,874,0.47435879815742515
YGL121C,274,0.3731870556688075
YGL122C,470,0.3170234063851085
YGL123C-A,1,0.970970970970971
YGL123W,874,0.5582894106921567
YGL124C,295,0.3601364075940347
YGL125W,407,0.29691116177602667
YGL126W,157,0.3164055775520744
YGL127C,270,0.42377192006821635
YGL128C,263,0.3961413885368258
YGL129C,366,0.4489462139735364
YGL130W,207,0.42513044445411596
YGL131C,365,0.36292456840402043
YGL132W,8,0.4847347347347347
YGL133W,398,0.28175914608075414
YGL134W,117,0.4338184338184338
YGL135W,714,0.5331886508357097
YGL136C,436,0.325717919754617
YGL137W,376,0.3847357996294167
YGL138C,58,0.3909081495288392
YGL139W,91,0.31595331595331594
YGL140C,37,0.45937829721613505
YGL141W,391,0.3512105455839471
YGL142C,128,0.44794794794794796
YGL143C,509,0.31665457205732256
YGL144C,159,0.38349040864764133
YGL145W,145,0.4052535293914604
YGL146C,23,0.5676110893502198
YGL147C,757,0.5209172184073109
YGL148W,681,0.30366489837855476
YGL149W,4,0.3203203203203203
YGL150C,564,0.3203700154054764
YGL151W,178,0.3712926409555623
YGL152C,42,0.32570665903999235
YGL153W,163,0.49378826679440174
YGL154C,258,0.27245850501664454
YGL155W,166,0.3027786822967546
YGL156W,381,0.3520580948402471
YGL157W,252,0.29629232407010186
YGL158W,301,0.28611668146551866
YGL159W,150,0.3041307974641308
YGL160W,99,0.33418266751600084
YGL161C,166,0.2982078464006175
YGL162W,101,0.49735874488349735
YGL163C,630,0.3604668160223716
YGL164C,13,0.6337876337876338
YGL165C,33,0.5071435071435071
YGL166W,264,0.30362559529226196
YGL167C,558,0.31410263309904884
YGL168W,100,0.30672672672672674
YGL169W,692,0.2656717411052671
YGL170C,79,0.4034794287958845
YGL171W,565,0.572808206436525
YGL172W,279,0.37799806975434214
YGL173C,718,0.381140193117909
YGL174W,302,0.40376800641701305
YGL175C,179,0.41058376812566755
YGL176C,2,0.37237237237237236
YGL177W,6,0.34617951284617954
YGL178W,421,0.2996583281618911
YGL179C,258,0.3265241986172219
YGL180W,543,0.36418554834761097
YGL181W,385,0.3021645021645022
YGL182C,36,0.40501612723834945
YGL183C,181,0.39922242684673626
YGL184C,303,0.3394913064880062
YGL185C,166,0.22549658091826766
YGL186C,56,0.3721936221936222
YGL187C,458,0.42110232503245604
YGL188C,33,0.3851730518397185
YGL188C-A,4,0.28103103103103105
YGL189C,483,0.612471684935453
YGL190C,470,0.38658019721849507
YGL191W,307,0.4210105871343656
YGL192W,197,0.3279319929066122
YGL193C,16,0.5328453453453453
YGL194C,639,0.3160907386259499
YGL194C-A,2,0.36536536536536535
YGL195W,509,0.30635743798808635
YGL196W,165,0.3458306791640125
YGL197W,144,0.3243104215326438
